mean,scale,id,sd,moransI,fractal
-1,6,51,0.00125169604434358,0.0717996726756402,2.51965517115743
-0.5,6,52,0.000827162947828906,0.0816535360202506,2.56525185126993
0,6,53,0.000491365768762799,0.148197894083111,2.57684696871526
0.5,6,54,0.00043080270637814,0.111568312345976,2.55466317418211
1,6,55,0.000311230132906211,0.107166865520364,2.55502695873371
1.5,6,56,0.000235584115572078,0.147947456201715,2.53119154903311
-2,7,57,0.0106274489747232,0.00975668882948423,2.91650900406393
-1.5,7,58,0.00511232058230888,0.0176704289742264,3.02440048898903
-1,7,59,0.00154235712407319,0.0949912554186113,2.5640657224744
-0.5,7,60,0.000760093003939799,0.105412655488802,2.51716609934691
0,7,61,0.000599521285790484,0.148964028712577,2.53914143965077
0.5,7,62,0.000400813702583177,0.0974937545119495,2.51190288601028
1,7,63,0.000398801011207944,0.235949379776359,2.55394797520013
1.5,7,64,0.000248338341186169,0.125533882262676,2.52918993396907
-2,8,65,0.00354756422601463,0.0286098891166586,2.6934414688846
-1.5,8,66,0.00423759616657465,0.0626545782821824,2.6331409157241
-1,8,67,0.0012615300188189,0.144013319160108,2.52658815267737
-0.5,8,68,0.000963903582318918,0.0972219445279525,2.59619642891642
0,8,69,0.00076848773305982,0.106468397549352,2.56746265251436
0.5,8,70,0.000373677166308037,0.14338216787736,2.5227835232817
1,8,71,0.000308943884903235,0.160393019642124,2.53862954722468
1.5,8,72,0.000234171346713444,0.186954799023497,2.54404808845618
-2,9,73,0.00754915760224332,0.0162531854584262,2.7385201537788
-1.5,9,74,0.00322118909213788,0.0427064951451067,2.75630762442405
-1,9,75,0.0017329457546517,0.0698900559322911,2.57467630788549
-0.5,9,76,0.000724049673771645,0.176374219810074,2.50817821075684
0,9,77,0.00144308427599462,0.0905385114395045,2.65033637556212
0.5,9,78,0.000458115740799228,0.141273586754093,2.50607485851706
1,9,79,0.000351472277558122,0.0939832437439927,2.58759461642413
1.5,9,80,0.000264926897711475,0.130526781665742,2.55630435196432
-2,10,81,0.00684699832898434,0.0107724576348989,2.72883078791262
-1.5,10,82,0.00218935948627935,0.0594314971498605,2.67208482413547
-1,10,83,0.00196874415297513,0.0778398602472421,2.49187417401858
-0.5,10,84,0.000771520994214906,0.091712741615647,2.54728390703923
0,10,85,0.000492794306957168,0.169301220023892,2.51515658240927
0.5,10,86,0.000380930209351957,0.147596915029844,2.50752050945279
1,10,87,0.000316720114381751,0.151746467361756,2.5682474047411
1.5,10,88,0.000216202387383883,0.210928938403506,2.53657402844481
-2,15,89,0.00254980462343345,0.101092007789027,2.60813232036832
-1.5,15,90,0.00183502227570866,0.068640617567703,2.66436418319041
-1,15,91,0.00139708697858207,0.0996300091773648,2.60291780013195
-0.5,15,92,0.000790841593274284,0.103546048086539,2.55061882459615
0,15,93,0.000869028412168304,0.189773879791332,2.50863841865409
0.5,15,94,0.000461973408135819,0.179544825672766,2.49510829393884
1,15,95,0.000350219793740622,0.196633025716049,2.52861475664913
1.5,15,96,0.000256173549863708,0.204614546417389,2.51126102999519
-2,20,97,0.00194098964660833,0.102531381911677,2.45428917294737
-1.5,20,98,0.00538696005805964,0.0200473615593326,2.56568295440307
-1,20,99,0.00105546003763605,0.0837019499919984,2.50393004834069
-0.5,20,100,0.00113925101904316,0.106068526368619,2.56313054306915
0,20,101,0.000686717264381994,0.136659189593758,2.49766646390876
0.5,20,102,0.000435999336510714,0.331147723972335,2.4540950813434
1,20,103,0.000150945028488932,0.149208889959475,2.51365311474962
1.5,20,104,0.000137124416270852,0.247307222577403,2.53866375080779
-2,25,105,0.0131490110931618,0.00179548232343995,2.91341560733643
-1.5,25,106,0.000939409138861301,0.19644165788767,2.4371065448532
-1,25,107,0.000860856695910083,0.118237528985801,2.53576389851948
-0.5,25,108,0.000527239203982114,0.265313099496465,2.54789100283853
0,25,109,0.000520944802389882,0.278459354735637,2.50735799825698
0.5,25,110,0.000460367593335027,0.248611879106578,2.48035142451078
1,25,111,0.000316135143711568,0.232781100871868,2.52142851522689
1.5,25,112,0.000237932045796529,0.330256250035739,2.52854738570807
-2,50,113,0.00183529906629472,0.165572403473155,2.60458295441601
-1.5,50,114,0.000878766599727085,0.26484574055235,2.46903717429302
-1,50,115,0.000661046387375601,0.149829923797278,2.56043691154066
-0.5,50,116,0.000612531517562548,0.19369037596479,2.49268410116246
0,50,117,0.000516252469125623,0.308095535697785,2.53404837454703
0.5,50,118,0.000235639839132775,0.170693011721916,2.50818216011746
1,50,119,0.000115214991795984,0.165969572148521,2.51000669497463
1.5,50,120,0.000254868104324723,0.300970904415136,2.51068345345377
-2,0.5,121,0.00339260844473079,-0.00138938985370986,3.00680802081175
-1.5,0.5,122,0.00193705250310001,0.00181371123894214,2.97312470750168
-1,0.5,123,0.0012373684397473,0.00123359659636714,2.94160889866878
-0.5,0.5,124,0.000850702905315498,0.0038003763062657,2.89754465457639
0,0.5,125,0.000591168601182841,0.00394611844742078,2.90679880745397
0.5,0.5,126,0.000429364936824908,0.0048552887950343,2.89580048313362
1,0.5,127,0.000323415629493492,0.00427787089596149,2.89619022965127
1.5,0.5,128,0.000249818108338762,0.00206325863231519,2.91379691395125
-2,1,129,0.00335473932387336,0.00384643341501626,2.95250548441941
-1.5,1,130,0.00182186256367164,0.00335274612194774,2.85189330126909
-1,1,131,0.00117081650924718,0.00525613494038229,2.8206903812809
-0.5,1,132,0.000837729292339229,0.0119763623591006,2.77842434067554
0,1,133,0.000613640025778415,0.0129887466681632,2.74266226995924
0.5,1,134,0.000413672057912684,0.0181885488775628,2.78242328870391
1,1,135,0.000307407954110188,0.0204467435261436,2.77994024942178
1.5,1,136,0.000242859704757045,0.019851687729916,2.79603999967025
-2,2,137,0.00374751448991032,0.0187868405906384,2.81179028383794
-1.5,2,138,0.00212637985219936,0.0155525544085541,2.76021753601202
-1,2,139,0.00135930838995616,0.0240213624899658,2.69059991107017
-0.5,2,140,0.000803820827641347,0.0400283267498791,2.70859794004795
0,2,141,0.000540767026197599,0.0454474230593575,2.6728132347752
0.5,2,142,0.00040765904069589,0.0370437490904214,2.65628598893011
1,2,143,0.000313171536267212,0.0472692639909657,2.65501641227812
1.5,2,144,0.000267434407757042,0.0441177588543143,2.6595332823484
-2,3,145,0.00302905047915353,0.0171382512628045,2.81367178329393
-1.5,3,146,0.00235093246554422,0.0172699098438775,2.76384084167034
-1,3,147,0.00114267802474194,0.0751355905282472,2.60563005199871
-0.5,3,148,0.000799389294371003,0.0630502787410295,2.70411583228016
0,3,149,0.0006088340740548,0.0746468595592783,2.61535527432091
0.5,3,150,0.000375815273561485,0.0602439644261737,2.61525230013878
1,3,151,0.000305950482858594,0.0964362971352002,2.57892760155116
1.5,3,152,0.000226421696066867,0.0665159606852651,2.62512744837172
-2,4,153,0.00289771032768696,0.0273718786675023,2.72985582287043
-1.5,4,154,0.00198418437759407,0.0443337793748326,2.65137811552968
-1,4,155,0.00103174253677713,0.0603581300519634,2.58919609311874
-0.5,4,156,0.000912155836985388,0.0660652593083902,2.56127276167962
0,4,157,0.000654127762948863,0.0841954932451234,2.60430591538273
0.5,4,158,0.000437887010397259,0.0645805718310554,2.55765017799097
1,4,159,0.000323086810884719,0.141305992164608,2.56782947242792
1.5,4,160,0.000243380394945576,0.0879638012023634,2.57414489437111
-2,5,161,0.00300032473625594,0.0396365430626853,2.57207342278645
-1.5,5,162,0.00290594480745259,0.023430117014873,2.75814802352583
-1,5,163,0.00128087805832341,0.0619007272094448,2.63902466276864
-0.5,5,164,0.000967203049699552,0.0514687727190993,2.60015495599259
0,5,165,0.00055818950037282,0.0774196734644611,2.59225084070077
0.5,5,166,0.000398248826079331,0.0792556410047331,2.56080584190391
1,5,167,0.000420485489509697,0.134326486065145,2.56602485634548
1.5,5,168,0.000228009609696296,0.0995855425021025,2.57050003341905
-2,6,169,0.00597697344958814,0.0139962921158666,2.6769398516915
-1.5,6,170,0.0025109493503527,0.0365434141286713,2.66405909820684
-1,6,171,0.00129407135826989,0.0765290530833621,2.59974281890538
-0.5,6,172,0.000819416828580151,0.113104636018371,2.57574508858044
0,6,173,0.000551148186846045,0.134301497648495,2.5301098703033
0.5,6,174,0.000420269624882944,0.119562792142913,2.55337604163321
1,6,175,0.000261572869269102,0.0876752383464589,2.60306182954923
1.5,6,176,0.000267823595607389,0.16348370106659,2.54357766789725
-2,7,177,0.00458702590477778,0.0229496387884741,2.60177373795928
-1.5,7,178,0.00246071367852223,0.0234823427118768,2.70659927779691
-1,7,179,0.00170152399502207,0.0735588462701915,2.58710187696646
-0.5,7,180,0.000679636564620464,0.077294586455064,2.59294051924397
0,7,181,0.000562897715171581,0.0912097641990968,2.54004206321696
0.5,7,182,0.000316570753727629,0.137372917012165,2.57654952244741
1,7,183,0.000312015523612068,0.202284403230064,2.53131360800269
1.5,7,184,0.000274450081565832,0.162761605643066,2.55564273885711
-2,8,185,0.00610568075298592,0.0265239587276183,2.56847403634234
-1.5,8,186,0.00170881455960032,0.0671613097004097,2.58722580520443
-1,8,187,0.00178827097142575,0.063045725554674,2.58314189519841
-0.5,8,188,0.000759773917942381,0.151601906481571,2.57436035101565
0,8,189,0.000765753104801356,0.157479541678978,2.53585525056856
0.5,8,190,0.000422273047997712,0.102634350238331,2.56584404897305
1,8,191,0.000347643634066226,0.13894693405527,2.52114380411849
1.5,8,192,0.000226874060671956,0.127435322962987,2.51271360466745
-2,9,193,0.00318425696973715,0.0926686694695674,2.60887804545164
-1.5,9,194,0.00177289719541315,0.0974051593043795,2.43129829606844
-1,9,195,0.00108823401048564,0.15656397972705,2.47094938974868
-0.5,9,196,0.00071625416463665,0.0959671132830616,2.55823738822672
0,9,197,0.00074652560832569,0.120727235632529,2.58283963071048
0.5,9,198,0.000549031153629885,0.194899062750416,2.54255905942107
1,9,199,0.000417940266850659,0.145269990514392,2.51889505720945
1.5,9,200,0.000237989515285037,0.160096843055916,2.53725521788168
-2,10,201,0.00371973886389051,0.048009784492462,2.64302649559242
-1.5,10,202,0.00295108713147906,0.0785203940378362,2.77697609394368
-1,10,203,0.00101306651338304,0.115604185167743,2.59303316680846
-0.5,10,204,0.000841137231616375,0.164195333701547,2.52941382342782
0,10,205,0.000527840210437341,0.18987565209838,2.49850269678227
0.5,10,206,0.000302579642533457,0.178558603473147,2.50444557613977
1,10,207,0.000381859171732581,0.150013527742012,2.52626509727051
1.5,10,208,0.000204654623101127,0.200627916430919,2.53817017073813
-2,15,209,0.0169597026361937,5.66581940338256e-05,2.97444911770482
-1.5,15,210,0.00139073553048464,0.175843166072814,2.52037575876447
-1,15,211,0.00124696859802975,0.122289568528356,2.55034778200709
-0.5,15,212,0.00080938350230425,0.178328461282919,2.5249548952454
0,15,213,0.00160355748508563,0.140455082064747,2.57586634053519
0.5,15,214,0.00045771344222309,0.258905371487779,2.52569063716214
1,15,215,0.000190029638587971,0.183378862805061,2.52181336468465
1.5,15,216,0.000135219225647596,0.161299379201539,2.54175657172732
-2,20,217,0.00336737059354,0.0684344972028671,2.66854002055253
-1.5,20,218,0.00586826575757893,0.0247893525687664,2.76398036376246
-1,20,219,0.00259791777922566,0.0671892006498391,2.73621565016321
-0.5,20,220,0.000630037862948903,0.174432311625251,2.45719022562913
0,20,221,0.000444324939354693,0.2220095831823,2.48905178799075
0.5,20,222,0.000503048968525964,0.245501842835787,2.50486703133675
1,20,223,0.000386379561410537,0.173893743602863,2.50382428115114
1.5,20,224,0.000331566083365623,0.183293256226498,2.51153502494006
-2,25,225,0.0060747198380768,0.0504386531392628,2.69274610516532
-1.5,25,226,0.00316997379318226,0.0802904841489323,2.48795170599334
-1,25,227,0.00185805494417869,0.0737933299872533,2.61532916782018
-0.5,25,228,0.00124308865595134,0.132467522779543,2.54293932202855
0,25,229,0.000604005421158288,0.17476812580907,2.54965322984208
0.5,25,230,0.000236858602962119,0.238911878988206,2.45709998831263
1,25,231,0.000375864920210237,0.297339594851841,2.54087657106636
1.5,25,232,0.000266569591708992,0.285618883796841,2.50491484770114
-2,50,233,0.00202636173179871,0.103385001817091,2.64270679431964
-1.5,50,234,0.000721174871178033,0.235487827277172,2.53456176243683
-1,50,235,0.000400300898320135,0.235329240580516,2.49485502915783
-0.5,50,236,0.00420613093431101,0.0722090758417084,2.48380928520566
0,50,237,0.000373401267003627,0.2018056742762,2.50252090335479
0.5,50,238,0.000409365110698062,0.279648767528196,2.48176304749975
1,50,239,0.000451290504392206,0.306808914661476,2.5056986758084
1.5,50,240,0.000156793640572644,0.241902347924835,2.50089030541046
-2,0.5,241,0.00372286416225198,0.000439970049965131,2.99888285314393
-1.5,0.5,242,0.00195929487147888,0.00014687055307921,2.94948594578084
-1,0.5,243,0.00121414348079124,2.20893256685924e-05,2.97224749939053
-0.5,0.5,244,0.000826698670146735,0.00138351584279898,2.94364740164935
0,0.5,245,0.000579144812337507,0.00323080439270486,2.88908442452179
0.5,0.5,246,0.00040946184414967,0.00327528565568363,2.88507155806059
1,0.5,247,0.000320714814694505,0.00246306500122412,2.93961196930217
1.5,0.5,248,0.00024782047678862,0.00472020595955889,2.93525306304555
-2,1,249,0.00402932084066825,0.00186914382288072,2.90086245072953
-1.5,1,250,0.00190575603138966,0.00622048077408168,2.81195315291595
-1,1,251,0.00133072786882475,0.00561374640348359,2.86268316182029
-0.5,1,252,0.000824428784550382,0.018814785430239,2.78044129601378
0,1,253,0.000577319849849798,0.0177858891866731,2.80604238795651
0.5,1,254,0.000419938792239093,0.0159874215643618,2.75398799927981
1,1,255,0.000314743456235904,0.0191934258833948,2.77128332706531
1.5,1,256,0.000248408413633697,0.0185506225237458,2.76039590584989
-2,2,257,0.00370009716529189,0.0116436524800261,2.89489415403536
-1.5,2,258,0.00212195232453043,0.0146029925710284,2.77691477734483
-1,2,259,0.00141473177947273,0.0252166339398408,2.71201556644301
-0.5,2,260,0.00082168621574092,0.044113118220993,2.60325075921089
0,2,261,0.000633156682036662,0.0324149351454846,2.67669623095129
0.5,2,262,0.000463454758723729,0.0438655172328026,2.61893872935044
1,2,263,0.000308633335082215,0.0484649011311553,2.65229866793735
1.5,2,264,0.000238811359404171,0.0377081796078717,2.64402771264918
-2,3,265,0.00328107592080767,0.00864401884340153,2.81917115282215
-1.5,3,266,0.00191847444901647,0.0262455367978202,2.68633813478563
-1,3,267,0.0011239540132597,0.0352723600691944,2.60790822294474
-0.5,3,268,0.000959224611473852,0.032120340824878,2.66161275283149
0,3,269,0.000627282283696183,0.0706930425877412,2.61301167172292
0.5,3,270,0.000397216856806998,0.0692265726278856,2.59744621746494
1,3,271,0.000279008231821536,0.0991827116572034,2.63240785603848
1.5,3,272,0.000282987657230388,0.0691633301708031,2.60374165769818
-2,4,273,0.00344849969019943,0.0336091383575374,2.66152110511922
-1.5,4,274,0.00455328018837556,0.0137729105144183,2.79804671972199
-1,4,275,0.00121639826251753,0.0689986897129371,2.58762825275861
-0.5,4,276,0.000774813425762891,0.0719595767986773,2.58120402580873
0,4,277,0.000492998323917935,0.072004630303443,2.60709473784078
0.5,4,278,0.000344559767944836,0.0656203126882336,2.57624960342187
1,4,279,0.000269111846324169,0.104209914960384,2.5484308457567
1.5,4,280,0.000221340249830302,0.0666288419447932,2.60154337679019
-2,5,281,0.00488914556956618,0.0148942119695924,2.67857051352142
-1.5,5,282,0.00158433754996864,0.0655700954759401,2.59589564272082
-1,5,283,0.00143304288231547,0.0508450111694753,2.62226387353189
-0.5,5,284,0.000703120110037545,0.0774839155292385,2.55561853890148
0,5,285,0.000534491342244492,0.051659578274728,2.58126866287079
0.5,5,286,0.000406304535968957,0.06351598963611,2.58947583270405
1,5,287,0.000266758064723103,0.0987941532050502,2.56479614553778
1.5,5,288,0.000232393130355149,0.0957579531587916,2.54290751974995
-2,6,289,0.00518633235674954,0.0230487458965399,2.98960483108439
-1.5,6,290,0.00229296389885392,0.0379774615520597,2.60339362463083
-1,6,291,0.000868714236649797,0.112920144814627,2.53471266974255
-0.5,6,292,0.000929055743789988,0.173204445813404,2.5858006554482
0,6,293,0.000444666443938648,0.161418502751742,2.5077134429677
0.5,6,294,0.000418232966745885,0.123614818730551,2.55126520278285
1,6,295,0.000294141350964573,0.128886428641424,2.55618470729655
1.5,6,296,0.000220511535243528,0.11740580189908,2.54601354439606
-2,7,297,0.00475666518572272,0.0400979280932964,2.54260615154261
-1.5,7,298,0.00122529687830435,0.0688951014300346,2.6218326476741
-1,7,299,0.00115256669545579,0.0798964648011378,2.51110312131686
-0.5,7,300,0.000621981800134429,0.0852338539033523,2.58438457357297
0,7,301,0.00095843435144539,0.0818733885138413,2.52863472139405
0.5,7,302,0.000406593380299517,0.104431016776073,2.53303102795076
1,7,303,0.000236345563760077,0.105335581651072,2.54376482619694
1.5,7,304,0.000216399179690742,0.159015373623492,2.54290769250352
-2,8,305,0.0138447806506075,0.00372963265546673,2.91331875068811
-1.5,8,306,0.00235337469623496,0.037341477668319,2.62349117815649
-1,8,307,0.00152945086688461,0.0371519593816926,2.57894799268391
-0.5,8,308,0.000609876757597546,0.113615109576785,2.53334793818604
0,8,309,0.000413281734030496,0.134034471171887,2.51741901466635
0.5,8,310,0.000375829865792697,0.0974248789889118,2.56288650348207
1,8,311,0.000303577837010781,0.141779458323935,2.56655542631001
1.5,8,312,0.000254546672270751,0.125970282076254,2.54696243448919
-2,9,313,0.00379675834900103,0.0378665021027086,2.52194676107012
-1.5,9,314,0.00113279816996796,0.128992050417731,2.55734617583346
-1,9,315,0.000829863395690978,0.14129024240852,2.55955013217477
-0.5,9,316,0.000569129665495525,0.146173741232131,2.53285852588395
0,9,317,0.000692849058021159,0.118647751358942,2.55383278717527
0.5,9,318,0.000762611998600937,0.153001036101239,2.55861468102697
1,9,319,0.000232443218980095,0.128117154515682,2.53416075456691
1.5,9,320,0.000299107181670315,0.167522457936376,2.53369139085209
-2,10,321,0.00600695101309384,0.00959758903202598,2.76147037320088
-1.5,10,322,0.00140323843505733,0.132216894711881,2.53237346244285
-1,10,323,0.00093983576199729,0.161943989187407,2.58181473666323
-0.5,10,324,0.000890545712546272,0.142769826556632,2.52994446278116
0,10,325,0.000437144217459255,0.123751367150652,2.5409904779173
0.5,10,326,0.000449509818426645,0.197240523038439,2.53202259752756
1,10,327,0.000211927964835709,0.128786961352384,2.54076358364761
1.5,10,328,0.00021111754299708,0.1583880727067,2.5481854217846
-2,15,329,0.0139176694669536,-0.000496507515484213,2.97025265660595
-1.5,15,330,0.00180843122781347,0.0924822044248422,2.60824230346753
-1,15,331,0.00200727630262823,0.131107892873215,2.58047961702247
-0.5,15,332,0.000535379650569471,0.204191662437797,2.53994241665691
0,15,333,0.000723978728084794,0.147678303234675,2.53147605678287
0.5,15,334,0.000154763167073607,0.101963062179757,2.54118811125104
1,15,335,0.000245215865117476,0.167450385790703,2.52179598930895
1.5,15,336,0.000183308975767837,0.245162550812443,2.51368403980106
-2,20,337,0.0128175708911669,0.00664910727158682,2.624593903184
-1.5,20,338,0.00353953035456983,0.0684146689817975,2.32346710371979
-1,20,339,0.00258629103319193,0.0372483530084041,2.67343384335894
-0.5,20,340,0.000473002279224446,0.213590062606041,2.5470769608244
0,20,341,0.0014471479053738,0.0990988320500153,2.59353996519305
0.5,20,342,0.000359554310883085,0.142883553052405,2.49408094970747
1,20,343,0.000223496038617865,0.144593636745447,2.53579526462334
1.5,20,344,0.000440890167032492,0.142748161682484,2.52024271098477
-2,25,345,0.02,-0.000440085927800981,2.97025265660595
-1.5,25,346,0.00173161138195384,0.0664295873211988,2.56735042980403
-1,25,347,0.00329051673489369,0.0497815912736251,2.88952894488664
-0.5,25,348,0.000773162715341427,0.165771006607637,2.49983789663274
0,25,349,0.00102038424267021,0.160670821783257,2.72560666237425
0.5,25,350,0.00026678763732225,0.195807723895064,2.48858101240138
1,25,351,0.000143114621101432,0.153034182188776,2.5191506809397
1.5,25,352,0.000540732193906848,0.22921823260161,2.50636315342021
-2,50,353,0.00313402948299005,0.0991201390995976,2.38237019172577
-1.5,50,354,0.0149110456304594,0.00540246382858392,2.66869221234452
-1,50,355,0.00026479377648665,0.208425522815293,2.46539607111141
-0.5,50,356,0.00170600843541699,0.0622673360229841,2.56051349884403
0,50,357,0.00260882744645483,0.090593595326053,2.62036545388055
0.5,50,358,0.000186443915717108,0.262401560623417,2.55438370723073
1,50,359,0.000459683266751252,0.206769992816242,2.50483968899569
1.5,50,360,7.0474909369435e-05,0.175714853131788,2.52308764505173
-2,0.5,361,0.00395256926916637,-0.00031674798730866,2.93038383325308
-1.5,0.5,362,0.00206624714949201,-0.000334960041772751,2.95724087273518
-1,0.5,363,0.00128244815524089,0.00206497263999981,2.95813625974452
-0.5,0.5,364,0.000847955372498394,0.00417529787727243,2.9225370262403
0,0.5,365,0.000599732546497251,0.00353166201202068,2.90901908165226
0.5,0.5,366,0.000423373896443349,0.00366287379363268,2.92379932857029
1,0.5,367,0.000320132601371202,0.00246514097711308,2.90747764902821
1.5,0.5,368,0.000251917071010047,0.00545098587373451,2.89488688229403
-2,1,369,0.00399918469222466,0.00164861901469252,2.93977802166396
-1.5,1,370,0.00226633839862916,0.00677647720397046,2.86488043778597
-1,1,371,0.00129455530373086,0.0149075493099546,2.80592863855308
-0.5,1,372,0.000887631482830391,0.01384053283553,2.78727709614179
0,1,373,0.000572192330570392,0.0157381285905899,2.80635088512862
0.5,1,374,0.000405414782804706,0.0177308388689299,2.77798155972137
1,1,375,0.000344768294549804,0.0187538897449872,2.75649866602776
1.5,1,376,0.000258432829804295,0.0206110748775353,2.75819519917878
-2,2,377,0.00382533154799541,0.0176046168365021,2.7319363957953
-1.5,2,378,0.00197494161914884,0.0395568707812941,2.69078510959602
-1,2,379,0.00120977599858307,0.0184616903849618,2.74415459681232
-0.5,2,380,0.000908842380610543,0.0337571675699593,2.69919190080648
0,2,381,0.000588889881529541,0.0470287857867604,2.6204405104377
0.5,2,382,0.000428410621922832,0.0405772769602203,2.65988619215294
1,2,383,0.000307187932448695,0.0489486951603165,2.67021227624561
1.5,2,384,0.00023528583226434,0.0477715899129364,2.66031025403985
-2,3,385,0.00321621106916667,0.0189848079322339,2.78958398683988
-1.5,3,386,0.00198337485541233,0.0308443269525213,2.70958130594007
-1,3,387,0.000993071138543463,0.0520763311744796,2.62352510044953
-0.5,3,388,0.000919867515284959,0.0423767500195341,2.63712671435492
0,3,389,0.000504392909924989,0.0703579835165696,2.62064297792396
0.5,3,390,0.000475873856644525,0.0686177659615301,2.57446750439618
1,3,391,0.000295752973815494,0.0881455005357831,2.58290233896393
1.5,3,392,0.00027694579914199,0.0844674298955635,2.59824366785179
-2,4,393,0.00765028989468958,0.00111020718333009,3.00178255216213
-1.5,4,394,0.00151652822211755,0.0572914450422046,2.59142827366917
-1,4,395,0.000891822252456602,0.0796774083962665,2.59452742196982
-0.5,4,396,0.000819350072950216,0.085679528028922,2.59361875185181
0,4,397,0.000553697879789011,0.0546619479875763,2.5663795027442
0.5,4,398,0.000432473714500413,0.121182259335104,2.57870054701268
1,4,399,0.000325283961200549,0.156899678932686,2.61283776150903
1.5,4,400,0.000305595930487172,0.0919050605407968,2.56061848258358
-2,5,401,0.00301068029284756,0.0231584447199593,2.66026542264213
-1.5,5,402,0.00275480367729209,0.0129527446598492,2.68795604291558
-1,5,403,0.00127783674544654,0.117606079315212,2.61172732511932
-0.5,5,404,0.000857330610639376,0.0828420176485276,2.55908467361237
0,5,405,0.000550247657159521,0.0932777763674024,2.54659434029817
0.5,5,406,0.000448346800525727,0.103032808297494,2.59737854466431
1,5,407,0.000306064469175333,0.154675556914857,2.57811012161614
1.5,5,408,0.000240401156360313,0.12818535219929,2.55426479850863
-2,6,409,0.00589035227753898,0.0149155950472497,2.75568761932721
-1.5,6,410,0.00236451896309242,0.0704964347883882,2.5722943627805
-1,6,411,0.00136183839580921,0.0679843641281799,2.49749687678933
-0.5,6,412,0.000729050258028939,0.13195086656474,2.5732470116138
0,6,413,0.000446512129314666,0.112425986786843,2.52791878715583
0.5,6,414,0.000422754289531294,0.119545946606857,2.55517696685882
1,6,415,0.000369987797288781,0.142730710792623,2.57768247404446
1.5,6,416,0.00027399796589329,0.113212924549985,2.55400657637002
-2,7,417,0.00643555713629228,0.0189239428064337,2.55442108087344
-1.5,7,418,0.00240680401601247,0.0380672401292664,2.62097448608717
-1,7,419,0.00220034369767647,0.056332871515366,2.68937999064015
-0.5,7,420,0.000734384648955738,0.0819823156152189,2.56545735279915
0,7,421,0.000401090082470874,0.118866765904655,2.53153966135089
0.5,7,422,0.000401059238731764,0.120135363092473,2.5483651711524
1,7,423,0.000328135121927043,0.176394443278544,2.50375064014377
1.5,7,424,0.00023537128205377,0.117856626580469,2.53374484693878
-2,8,425,0.0118901524739969,0.00327408552095473,3.06102861162569
-1.5,8,426,0.00185879603843828,0.080619309268181,2.5881795540875
-1,8,427,0.00131946670809867,0.133016028001398,2.48767026528287
-0.5,8,428,0.000558942310390414,0.119147919180816,2.52280610037108
0,8,429,0.000445192407191209,0.118205208969281,2.51607059772123
0.5,8,430,0.000405197711707803,0.172680758333494,2.53530320376581
1,8,431,0.000309816716619863,0.151836285945476,2.56313477422482
1.5,8,432,0.00020730069275737,0.128349373412384,2.52483647425693
-2,9,433,0.00364053319543741,0.0483505350533261,2.47006694343748
-1.5,9,434,0.00382848425217167,0.0335517427471391,2.53022329798458
-1,9,435,0.00118384864907933,0.101464180695506,2.53563624054456
-0.5,9,436,0.001655442720839,0.0356359557326352,2.70800969990855
0,9,437,0.00056503176488554,0.147373161200389,2.55421472947026
0.5,9,438,0.00044098470745019,0.235605669356263,2.5755471313687
1,9,439,0.000522165173925792,0.192941437309086,2.57269718475725
1.5,9,440,0.000252146225613452,0.138706046779765,2.53209474511577
-2,10,441,0.0114126850878177,0.00967756987964587,2.81370054647638
-1.5,10,442,0.0013146322638781,0.166103847595696,2.53718620251749
-1,10,443,0.00135455725540377,0.147749546233439,2.63924367281701
-0.5,10,444,0.00103164705365891,0.174148158101923,2.47913603625987
0,10,445,0.000670065862027357,0.170340162673615,2.58634719377497
0.5,10,446,0.000686402832114837,0.112102878893437,2.55308088602448
1,10,447,0.000327804765226313,0.180661172973315,2.50196813979711
1.5,10,448,0.000258009530824053,0.163329793327312,2.47834374906584
-2,15,449,0.0022860736352067,0.109133214498558,2.67147134964823
-1.5,15,450,0.02,-0.000427497551704663,2.97025265660595
-1,15,451,0.0030912059251503,0.0856539968010919,2.48861425536632
-0.5,15,452,0.000847525633958073,0.11987299172598,2.49695158938357
0,15,453,0.000354495010035838,0.153704224578061,2.48196313931594
0.5,15,454,0.000426426649274218,0.204775087001956,2.55000491773973
1,15,455,0.000206760541572092,0.156786560699671,2.54307017632577
1.5,15,456,0.000170548355433195,0.167620631331646,2.52922050202158
-2,20,457,0.00233624945790881,0.105240239407416,2.59987244611162
-1.5,20,458,0.00182024217274765,0.0995916379890115,2.60801479401689
-1,20,459,0.00238284802553625,0.0364336939017494,2.64346530558408
-0.5,20,460,0.000946325240122118,0.112483650054328,2.51754784207214
0,20,461,0.000688022054088047,0.239706206309911,2.52737330344972
0.5,20,462,0.000368221336451597,0.264339635051118,2.49229538178624
1,20,463,0.00031255396913507,0.29165196246663,2.50818382466054
1.5,20,464,0.000194135364902846,0.262910616809384,2.53913026671298
-2,25,465,0.00310234259942694,0.059906344844877,2.55324713549409
-1.5,25,466,0.00516498552725188,0.041938505383926,2.71592697247156
-1,25,467,0.00100629408060147,0.18178114507288,2.55691205275847
-0.5,25,468,0.00125921784451165,0.164291604925596,2.62859527951123
0,25,469,0.00111846669325077,0.197564406462937,2.52928838984119
0.5,25,470,0.000313955455286522,0.211902399299321,2.47905858563185
1,25,471,0.000148481469821939,0.264309807320025,2.54274884972593
1.5,25,472,0.000372844354377932,0.292533721072788,2.48098789141952
