mean,scale,id,sd,moransI,fractal
-2,0.5,841,0.00343133927188075,0.000664422520986375,3.00802080944699
-1.5,0.5,842,0.00202862378762867,0.000158854028700077,2.96290674152791
-1,0.5,843,0.00121301308277888,0.00124302412418026,2.94590266515484
-0.5,0.5,844,0.000881668119428539,0.00201623648423112,2.91985637304345
0,0.5,845,0.000596607079510357,0.00369496551582032,2.8665905472437
0.5,0.5,846,0.000421942834384004,0.00242427188214991,2.90059105596422
1,0.5,847,0.000317218141921928,0.00374786809521952,2.93120056849465
1.5,0.5,848,0.000240700512589502,0.00419612495274184,2.912442355886
-2,1,849,0.00401091602411041,0.00212707181134788,2.8500762170155
-1.5,1,850,0.00197784469923329,0.00731966974993417,2.91681946572373
-1,1,851,0.00133234057649453,0.0092607543962742,2.82438680591518
-0.5,1,852,0.000839943517683931,0.0123659538238546,2.76848372394565
0,1,853,0.000555797734466038,0.0163224849114354,2.77662360640191
0.5,1,854,0.000429429448529767,0.0205826081101203,2.79196392358968
1,1,855,0.00030078827881878,0.0155938520947925,2.76813212936613
1.5,1,856,0.000245766642977991,0.0169484684006457,2.77590660102109
-2,2,857,0.00275157364970225,0.0183098079109635,2.77649021331521
-1.5,2,858,0.00256782043710451,0.00755383151029553,2.86217860304779
-1,2,859,0.00107455091033201,0.0274092151737116,2.65302544984803
-0.5,2,860,0.00085539096553948,0.0257037736326907,2.65984578070442
0,2,861,0.000534898701588804,0.0314423458674079,2.68138858746377
0.5,2,862,0.000438713520714255,0.0371141256715971,2.68817949252184
1,2,863,0.000323386050282141,0.0463894454613348,2.65419321612858
1.5,2,864,0.000234684666110576,0.0457393699338963,2.68378118689169
-2,3,865,0.00284415700865471,0.0150133059050488,2.76215298310322
-1.5,3,866,0.00222817457910957,0.0563358246093007,2.67988675332369
-1,3,867,0.00129416327913024,0.0346406007373266,2.66309345765898
-0.5,3,868,0.000773060159946405,0.040020341630338,2.64332400934334
0,3,869,0.000622018822405031,0.113725426095185,2.57833359008656
0.5,3,870,0.000375376972347671,0.0803699364542574,2.63819562854695
1,3,871,0.000314228964546027,0.0596516653496055,2.62119350146463
1.5,3,872,0.000217043249827474,0.0572285422368295,2.60196998862876
-2,4,873,0.00303322855636298,0.0478679850106387,2.78511339601572
-1.5,4,874,0.00199147322842537,0.0372324652292087,2.65321049028872
-1,4,875,0.00120111554509371,0.0537986693990584,2.64775058547111
-0.5,4,876,0.000827245680879266,0.0932043407982411,2.59400778645543
0,4,877,0.000579828447096267,0.0878574330166444,2.54974964048349
0.5,4,878,0.000453402124876361,0.0871978190231582,2.57183944274667
1,4,879,0.000310437234905223,0.062564129490611,2.58076143135275
1.5,4,880,0.000247516629263085,0.10607531204281,2.56637024541277
-2,5,881,0.00265788810965677,0.0408816259831622,2.71283465912841
-1.5,5,882,0.00212969453139655,0.0401285817373298,2.67834927944211
-1,5,883,0.00120940062535067,0.0777518374517407,2.69775333022254
-0.5,5,884,0.000912071568529908,0.118101892630232,2.60752163115572
0,5,885,0.000441260502768117,0.10408545413719,2.58107188469075
0.5,5,886,0.000406303708293473,0.125444941975604,2.53873305459239
1,5,887,0.000347326559256807,0.0897983416212376,2.57552022792504
1.5,5,888,0.000209137556669024,0.134429159734389,2.58562667455852
-2,6,889,0.0068121753443282,0.00363516379790678,2.89481170369726
-1.5,6,890,0.00135255446382308,0.0390450217254171,2.62661812799876
-1,6,891,0.00170749401639916,0.0745194578650164,2.56006090293041
-0.5,6,892,0.000791748072085892,0.122580270181296,2.52935589649216
0,6,893,0.000712685426295314,0.10945697294092,2.62686447868194
0.5,6,894,0.000394795429932301,0.0826916480977778,2.55231276151853
1,6,895,0.000256405269228613,0.133876406851351,2.56010786916009
1.5,6,896,0.000205492357227858,0.112930363511161,2.55528537232259
-2,7,897,0.00317800190380851,0.035276993703283,2.58830866284384
-1.5,7,898,0.00112558874799652,0.0595259245885733,2.58150040142383
-1,7,899,0.00141250374419976,0.0805486382212808,2.60493371943365
-0.5,7,900,0.00080971341516733,0.14145629580817,2.53095110736203
0,7,901,0.000780703122921792,0.10075130366364,2.53968646015501
0.5,7,902,0.000437051083857984,0.110552696757396,2.5321324365714
1,7,903,0.000322988862302598,0.157327401089863,2.54035157896757
1.5,7,904,0.000167591204951969,0.101541151073196,2.55831941552568
-2,8,905,0.00342431206237732,0.0317149759927441,2.52511500234333
-1.5,8,906,0.00145876295438842,0.11987968248774,2.54943949135053
-1,8,907,0.00118826603645214,0.10202579331362,2.58099230325888
-0.5,8,908,0.000861530663452426,0.179082828187789,2.48957702777992
0,8,909,0.000486039316796709,0.133597614944944,2.53029352663641
0.5,8,910,0.000403018491933477,0.105159086003352,2.57015302999529
1,8,911,0.000329982884459064,0.150227903287689,2.51511179429006
1.5,8,912,0.000252274727542514,0.223646591164596,2.53889219642958
-2,9,913,0.0103730987297174,0.00750718260530407,2.80836759204174
-1.5,9,914,0.00158665554395959,0.160594201112013,2.48244552799554
-1,9,915,0.00116792008978364,0.129497207110506,2.46219487318616
-0.5,9,916,0.0009621185223377,0.131754494116547,2.55279202301502
0,9,917,0.000487823948593685,0.152287816987381,2.53035309791376
0.5,9,918,0.000184492047763933,0.116746757231622,2.52374834297322
1,9,919,0.000246983154343566,0.157618400151086,2.53357687390782
1.5,9,920,0.000205283512806676,0.129285618524002,2.5567283061292
-2,10,921,0.00195574878479494,0.125387988172486,2.5502440079325
-1.5,10,922,0.00153060974605376,0.15708295507282,2.63447258614243
-1,10,923,0.00103878283725081,0.136772775439072,2.564536706869
-0.5,10,924,0.000547355864379168,0.15565903889046,2.5073377160612
0,10,925,0.000630350711243733,0.187069804486779,2.52244377288512
0.5,10,926,0.000459844773314401,0.156078448072112,2.48855551922605
1,10,927,0.000364166325415551,0.236361347491669,2.49533474072635
1.5,10,928,0.000278191082581553,0.258094408449673,2.56076542498893
-2,15,929,0.0168615053967291,0.000913107113228839,2.91869317025346
-1.5,15,930,0.00126768941384954,0.151188445178574,2.58035328291654
-1,15,931,0.00120596735801134,0.227658683166983,2.56950778837409
-0.5,15,932,0.000491909269888372,0.160281674140116,2.53908320287608
0,15,933,0.000563900350135854,0.230764812854703,2.50326180111573
0.5,15,934,0.00044028034445039,0.305241648166982,2.56949885751435
1,15,935,0.000410245155485256,0.14541102159149,2.50959125200233
1.5,15,936,0.0002553566225016,0.187958386559087,2.52788923687365
-2,20,937,0.00240274753647784,0.0606458679772811,2.49526062189639
-1.5,20,938,0.00471739967878868,0.038104758042524,2.85023629067471
-1,20,939,0.00177547697310994,0.119681722804348,2.58905421783342
-0.5,20,940,0.000422535516428684,0.181664378602983,2.47556203803611
0,20,941,0.00142774393914071,0.0679401824707136,2.60717771261559
0.5,20,942,0.000340399927005576,0.225351000815401,2.49060259868787
1,20,943,0.00027573758887307,0.148884317471734,2.5199434133428
1.5,20,944,0.000179460283804157,0.26860573395586,2.50901858525154
-2,25,945,0.00339759931464456,0.0577786654798123,2.53460802566124
-1.5,25,946,0.00437050171076346,0.065223297910521,2.30170929809756
-1,25,947,0.000701401894691416,0.136406062776306,2.51585168499799
-0.5,25,948,0.000948069540464951,0.123015966805485,2.6063460924341
0,25,949,0.000403022583000085,0.229253489539469,2.45835161020359
0.5,25,950,0.00103639770147432,0.201984335950771,2.4904568277524
1,25,951,0.00148716745020769,0.192531613700538,2.55642945344879
1.5,25,952,0.000174641713977746,0.265278885060513,2.5411397343839
-2,50,953,0.000748261921276637,0.1100284634497,2.55296581702264
-1.5,50,954,0.00445653521752489,0.0361343257352425,2.57442592164657
-1,50,955,0.000422521939870426,0.323893494638724,2.52035955806402
-0.5,50,956,0.000409945395359648,0.324037707121967,2.47525542938496
0,50,957,0.000214160128396712,0.276594535054874,2.52514983186773
0.5,50,958,0.000859035568663276,0.188894589602891,2.5142184894827
1,50,959,0.000346643984492066,0.209267340836773,2.54870525365094
1.5,50,960,0.00017285070659857,0.339648441895234,2.49869428758862
-2,0.5,961,0.00338443279915315,0.000606839269909727,2.95270997720059
-1.5,0.5,962,0.00203641431914135,-0.000597211050135293,2.99183657430925
-1,0.5,963,0.00135188860393169,0.000812956592853671,2.93438768794865
-0.5,0.5,964,0.000858360470458119,0.00281820937939627,2.90260540723581
0,0.5,965,0.000605389526235493,0.00384274687920065,2.90889173901058
0.5,0.5,966,0.000444762635595642,0.00331918364935239,2.8939428780542
1,0.5,967,0.000316477293823038,0.00360360914595933,2.88308623066762
1.5,0.5,968,0.000251522678361794,0.00564002655106176,2.89728708128789
-2,1,969,0.00333942111700013,0.00248133900063313,2.93098958109662
-1.5,1,970,0.0020039745669766,0.00699809379366605,2.89782079360205
-1,1,971,0.00117415741259064,0.00723042932542738,2.82591055620141
-0.5,1,972,0.00083833669116904,0.0134062559975039,2.77593067284868
0,1,973,0.000561014144951993,0.0133450347749474,2.7579419193331
0.5,1,974,0.000409623417058332,0.0153605135272517,2.7575644035095
1,1,975,0.000329983518285091,0.0149384544532725,2.77215746814208
1.5,1,976,0.0002391959284476,0.0162143502874136,2.75855923600622
-2,2,977,0.00320922826747222,0.0231646664788047,2.70931048991945
-1.5,2,978,0.00197050791249802,0.0107482749179682,2.82525870315437
-1,2,979,0.00138163138069599,0.036752263357866,2.67289504101397
-0.5,2,980,0.000691742400630041,0.0389876179498683,2.63736377179889
0,2,981,0.000590511853538756,0.0371563694363134,2.65857872687676
0.5,2,982,0.000476937143668967,0.0506529256140634,2.67053441406576
1,2,983,0.00032880966222486,0.0534597536139286,2.63860158537412
1.5,2,984,0.000234516455752675,0.0551582180995345,2.6175136114701
-2,3,985,0.00237112334610793,0.0282307602549825,2.91143041434033
-1.5,3,986,0.00234508573221596,0.0138897541913117,2.76813252644224
-1,3,987,0.00120483103459623,0.0407618615175901,2.68225565148657
-0.5,3,988,0.00078767290163711,0.067798709781485,2.55465868994068
0,3,989,0.000542403146848153,0.0734872943577412,2.61426345805382
0.5,3,990,0.000412142108264327,0.0899220773313317,2.59721933988891
1,3,991,0.000290152495308274,0.0619946628451133,2.62104362002423
1.5,3,992,0.000217010643335919,0.0622684472445343,2.59882634240714
-2,4,993,0.00266009645972455,0.0441744157929089,2.51754720999049
-1.5,4,994,0.00219767333157764,0.0417543768228827,2.6548352320947
-1,4,995,0.00110299063248548,0.0569419317050625,2.64625003060219
-0.5,4,996,0.000956539841431966,0.104972375126105,2.61933838396464
0,4,997,0.000539650883684943,0.0809054363866583,2.59227337059305
0.5,4,998,0.000354761786621441,0.0768825871022935,2.58368218337023
1,4,999,0.000316297955276037,0.0841442089891631,2.56835610276713
1.5,4,1000,0.000234274771200725,0.068478321490682,2.58999901117697
-2,5,1001,0.00281906910146992,0.0224692368588105,2.72474892359834
-1.5,5,1002,0.00193669840391733,0.0291746556334399,2.72725854250885
-1,5,1003,0.00128341381213966,0.0863230366274006,2.567148362022
-0.5,5,1004,0.000969254518040093,0.0657579265578013,2.58545132859594
0,5,1005,0.000502794133207399,0.0943146452512264,2.55893525649786
0.5,5,1006,0.000383904387263297,0.132062145718367,2.61182579468648
1,5,1007,0.000336322044526562,0.101424491256539,2.5453032969729
1.5,5,1008,0.00024180269831718,0.0740678782782109,2.58211253514829
-2,6,1009,0.00336304389055498,0.0424512863437144,2.56391246354467
-1.5,6,1010,0.00126132787665701,0.0954133134818549,2.50921828344083
-1,6,1011,0.00180699016990408,0.0377106913029296,2.57808149078057
-0.5,6,1012,0.000997189714112823,0.0899923063161549,2.5803703086863
0,6,1013,0.000476345384714193,0.10086002304359,2.55086328862124
0.5,6,1014,0.000545758798437287,0.153467815655214,2.59409011450941
1,6,1015,0.000341131310317331,0.164555782723201,2.51704218687531
1.5,6,1016,0.000274964943031195,0.118130366784764,2.53697238043536
-2,7,1017,0.00725524815489781,0.0140013160232673,2.4953833534597
-1.5,7,1018,0.00142830880077471,0.0791751163168207,2.56222864437878
-1,7,1019,0.00144477866038955,0.083325824827429,2.54797381730466
-0.5,7,1020,0.00115563775039745,0.0637295999177123,2.61271616961103
0,7,1021,0.000469733279371506,0.166539231281664,2.50720221619719
0.5,7,1022,0.000510016124609622,0.107849641042489,2.57500418764728
1,7,1023,0.000246054515043304,0.10195584090259,2.52619017029361
1.5,7,1024,0.00031692719475066,0.174788724168299,2.54268767300382
-2,8,1025,0.012761009926927,0.00079763274453171,2.84543573246402
-1.5,8,1026,0.0014428622381586,0.102278029006131,2.52895557580963
-1,8,1027,0.00232961993854162,0.063980280484204,2.54449142659016
-0.5,8,1028,0.00132235223707222,0.07947379845234,2.59459691578445
0,8,1029,0.00054731204408801,0.122838763928423,2.55671590512786
0.5,8,1030,0.000466647757907376,0.108893414425026,2.57173650047801
1,8,1031,0.000324302027565499,0.110408563077633,2.52045370018849
1.5,8,1032,0.000237587921452298,0.142629563845667,2.5256120820689
-2,9,1033,0.02,-0.000359691538129369,2.97025265660595
-1.5,9,1034,0.00548950466846179,0.0365227465991256,2.5493434710898
-1,9,1035,0.00122455230633472,0.0621378255889078,2.53601989717684
-0.5,9,1036,0.000450770396971815,0.160070992912739,2.54701987111916
0,9,1037,0.000571293160550805,0.11134934452317,2.51801323523414
0.5,9,1038,0.000490021382222425,0.103234317681178,2.52852732154233
1,9,1039,0.000289128229298634,0.141870122774807,2.54838078527569
1.5,9,1040,0.00033520810342104,0.157836802945745,2.53826236890263
-2,10,1041,0.00234040257565072,0.0455548210604534,2.62879516543688
-1.5,10,1042,0.0016105494167037,0.0873399477261766,2.47570817949617
-1,10,1043,0.000827434828944763,0.0889960719017485,2.55521699302159
-0.5,10,1044,0.000861579437725312,0.157703716399242,2.59385673674285
0,10,1045,0.000544118403491248,0.155418746133141,2.51709142792347
0.5,10,1046,0.000413499182131705,0.203327899304896,2.54160114705359
1,10,1047,0.000276148107166169,0.174241477126354,2.55535169372334
1.5,10,1048,0.000194469921192721,0.161481613409771,2.5086969005779
-2,15,1049,0.00196118212530988,0.0671012006339073,2.62326059134208
-1.5,15,1050,0.0054474051591501,0.011663902963763,2.85134272282262
-1,15,1051,0.0012050353752994,0.0998530824950883,2.52339314206171
-0.5,15,1052,0.00102371479288117,0.128826682350624,2.5308239228
0,15,1053,0.000764755714482228,0.151523372171344,2.51613022857115
0.5,15,1054,0.000434796862272483,0.20833796456432,2.48155073419565
1,15,1055,0.000350011656189283,0.208477529234163,2.53151887125222
1.5,15,1056,0.000205802489240105,0.175791788301324,2.5445111955503
-2,20,1057,0.00284955886015341,0.0423536993378754,2.62846186884865
-1.5,20,1058,0.00340406184421332,0.0630110458618146,2.58614355574109
-1,20,1059,0.000667962120773968,0.145338186860912,2.50646591408004
-0.5,20,1060,0.00100512649937316,0.179814005538864,2.50838365023449
0,20,1061,0.000253116916861149,0.280025907251081,2.55295862871485
0.5,20,1062,0.000298288329312547,0.256328467345119,2.52797629687238
1,20,1063,0.000186125840049857,0.247421719783653,2.52041106963324
1.5,20,1064,0.000175709571659239,0.252716860366994,2.49728126638459
-2,25,1065,0.0014448735923715,0.0942817284208552,2.49769673401403
-1.5,25,1066,0.00235673996554568,0.0463315198164981,2.64491536211801
-1,25,1067,0.00332440705275574,0.0905626886183459,2.43942089129587
-0.5,25,1068,0.00278043356387349,0.0431104011730616,2.46746251929278
0,25,1069,0.000484946332416559,0.160377873428308,2.50693572597544
0.5,25,1070,0.000671885857290778,0.285243370793129,2.54286718786506
1,25,1071,0.000625775224323445,0.183282367465471,2.4859325404231
1.5,25,1072,0.000135705971048535,0.197783325163215,2.55222870735088
-2,50,1073,0.0178241831454699,0.000470081861239755,2.99631867693407
-1.5,50,1074,0.00304744878909291,0.0397741415013821,2.83518079721592
-1,50,1075,0.000571846638753266,0.230002146099005,2.55222467710242
-0.5,50,1076,0.000601093975851311,0.324400499799667,2.45721948404535
0,50,1077,0.000240563840961137,0.313497800184475,2.52137141444609
0.5,50,1078,0.000382563362136097,0.139411953785932,2.52665261645187
1,50,1079,0.000185683472798798,0.164751282531757,2.52941269028765
1.5,50,1080,0.000351570169745547,0.209322012473935,2.54104262289993
-2,0.5,1081,0.00362269266259493,-9.25998485145053e-05,2.98679812889843
-1.5,0.5,1082,0.00208172173801935,0.0026458884177326,2.97543889534379
-1,0.5,1083,0.00123641894925996,0.00237534056607246,2.90882822480998
-0.5,0.5,1084,0.000827025061996861,0.0021945328257077,2.91073141614026
0,0.5,1085,0.000596727055897206,0.002936908763624,2.96017875291704
0.5,0.5,1086,0.000407025056698084,0.00318436974159902,2.90092298839641
1,0.5,1087,0.000312482736262074,0.00267756396138242,2.93216023881925
1.5,0.5,1088,0.000249233244205163,0.00347075604409668,2.91887361340413
-2,1,1089,0.00362666238817247,0.000529209695889363,2.98456205664798
-1.5,1,1090,0.00204591739381302,0.00403244816029221,2.9534684301082
-1,1,1091,0.00114751701149965,0.0134947532742458,2.80022185119396
-0.5,1,1092,0.00082759775925067,0.0159680758476217,2.78407950067662
0,1,1093,0.000569572108659387,0.0135249069509259,2.8047939667814
0.5,1,1094,0.000439478625745222,0.0160718085170569,2.74681939860192
1,1,1095,0.000316215859629396,0.0218726924969816,2.78575363660634
1.5,1,1096,0.000263153430722154,0.0195807802633007,2.74005077555969
-2,2,1097,0.00390720118418075,0.041577561544462,2.59244457808209
-1.5,2,1098,0.0018531735375659,0.0238582631125618,2.70406477830796
-1,2,1099,0.00118777430246517,0.0218591347401972,2.79990713842284
-0.5,2,1100,0.00102848409821591,0.0526494088582465,2.74198925225428
0,2,1101,0.000617853585282141,0.0433223264986142,2.61059988323662
0.5,2,1102,0.000404305657520766,0.0465580131006948,2.64276830814103
1,2,1103,0.0003264753353254,0.0857092746066821,2.64642489666886
1.5,2,1104,0.000218242864638223,0.0398516971273294,2.67487233330577
-2,3,1105,0.00349721605857075,0.0158364813643865,2.6552553950252
-1.5,3,1106,0.00159124156453884,0.0309682020661939,2.68129270940825
-1,3,1107,0.00133517787228162,0.0293370360593424,2.65802390726438
-0.5,3,1108,0.000720914204557767,0.084015847037743,2.5992072320075
0,3,1109,0.000666318951934863,0.0589299568639349,2.56791862474901
0.5,3,1110,0.000397972054256931,0.0532938744701496,2.63052624878872
1,3,1111,0.000317229193545087,0.0750304696281158,2.59080417158972
1.5,3,1112,0.000239417531834654,0.0805036731155224,2.61086898475331
-2,4,1113,0.00283718864235863,0.0423009467443587,2.65782889584976
-1.5,4,1114,0.00195399770600594,0.0720884112979284,2.54199471970932
-1,4,1115,0.001282434496454,0.0533078297147545,2.58766965443248
-0.5,4,1116,0.000869248825701356,0.0557063608993731,2.63242200817494
0,4,1117,0.000600488730887487,0.0830986970299771,2.59621052635962
0.5,4,1118,0.000484391853175718,0.10573319524392,2.56415093882107
1,4,1119,0.000304061067068507,0.127808301961651,2.57432783320383
1.5,4,1120,0.000273289212932014,0.102335770282497,2.55284965928843
-2,5,1121,0.0115281820879756,0.00446329077082197,3.27283043065087
-1.5,5,1122,0.00290772346100943,0.0206494642038264,2.66193074229907
-1,5,1123,0.000791499680520876,0.0971259889804133,2.53748192853839
-0.5,5,1124,0.000901255616812145,0.0684725674084617,2.61250724045853
0,5,1125,0.0005271656284679,0.105981860456646,2.548940971119
0.5,5,1126,0.000500517232760341,0.117591900582264,2.59489021314123
1,5,1127,0.000322342021228973,0.152045317533028,2.53941646656381
1.5,5,1128,0.0002250806605094,0.130054473472914,2.55904747492999
-2,6,1129,0.00660207615460933,0.00821797692734002,2.90362689992024
-1.5,6,1130,0.001827418055501,0.0599941605395207,2.54017774310068
-1,6,1131,0.00111302417881081,0.0580961077457901,2.59142013238985
-0.5,6,1132,0.000747260813811068,0.0969114103747334,2.56316067534088
0,6,1133,0.000370691219730208,0.133574531424564,2.5646158315154
0.5,6,1134,0.00033101601175453,0.137298613487735,2.56965423579474
1,6,1135,0.000378003457429648,0.132220871217669,2.54284913165805
1.5,6,1136,0.000195599938978184,0.136307637124368,2.55176977459811
-2,7,1137,0.00239046250471553,0.0267532645754439,2.668888621902
-1.5,7,1138,0.00224741391847811,0.107806202960389,2.58836649434487
-1,7,1139,0.00151781382450768,0.0738098815926066,2.55121230203887
-0.5,7,1140,0.00100365001678175,0.139310982904056,2.5524465121215
0,7,1141,0.000620300358797955,0.106914957633865,2.54354202897126
0.5,7,1142,0.00047171028363298,0.172604963624833,2.54433242808419
1,7,1143,0.000272230104606985,0.135071342674648,2.52786407944091
1.5,7,1144,0.0002495741237164,0.133430873046656,2.5543256172745
-2,8,1145,0.00627633245890979,0.00620289416889426,2.93030830282308
-1.5,8,1146,0.0016109381444109,0.053385158324922,2.54717004468373
-1,8,1147,0.000722168638341211,0.14577697037093,2.53789679529598
-0.5,8,1148,0.00109357550916574,0.102470848874254,2.53264100218218
0,8,1149,0.000741461405065537,0.186465120746381,2.55584468072177
0.5,8,1150,0.000348476702470051,0.104301024865367,2.54306470113546
1,8,1151,0.000328376237032994,0.169826692073848,2.54721031809021
1.5,8,1152,0.000240861889742999,0.170371402247238,2.51249060492543
-2,9,1153,0.00416496945809132,0.0245711197240585,2.65499155457037
-1.5,9,1154,0.00492721704666251,0.0233554084892397,2.87225651074516
-1,9,1155,0.00113771411719862,0.12579607365615,2.58094242872233
-0.5,9,1156,0.00124234814106188,0.0722532871731417,2.62958730905747
0,9,1157,0.000523528366614676,0.165086721958723,2.47866203925572
0.5,9,1158,0.000340889572140312,0.184030205506744,2.54774143154417
1,9,1159,0.000534861533204452,0.25245597278546,2.55792205701494
1.5,9,1160,0.000215889478009192,0.234543426562159,2.52770720500592
-2,10,1161,0.00490100885112519,0.0234652751490116,2.84932207729344
-1.5,10,1162,0.00173927631638187,0.0859500319301987,2.60457768839687
-1,10,1163,0.00207301660761038,0.0489187724975527,2.68098176071914
-0.5,10,1164,0.00134697110314355,0.0799675800564413,2.59991892614945
0,10,1165,0.000617896951961617,0.122923197721058,2.56585742613659
0.5,10,1166,0.000394954289274845,0.13087141060522,2.52676875060734
1,10,1167,0.000307639235128135,0.148748876244301,2.5224253749527
1.5,10,1168,0.000299473570860453,0.150005216556957,2.47720193751732
-2,15,1169,0.00112873229058505,0.115394263066311,2.52987966095824
-1.5,15,1170,0.00212079953138335,0.0949094890750713,2.51817135564021
-1,15,1171,0.00197076967779127,0.0950693046468033,2.55099510214443
-0.5,15,1172,0.000582044091807129,0.24361588155414,2.56917743362329
0,15,1173,0.000735939436333395,0.171709228160776,2.4788900843378
0.5,15,1174,0.000343563271844029,0.206620241627485,2.53719988732106
1,15,1175,0.000336222987003486,0.165487970461599,2.50409516502816
1.5,15,1176,0.000327003228584267,0.235587142908239,2.52507654490088
-2,20,1177,0.02,-0.000317791748113141,2.97025265660595
-1.5,20,1178,0.00235438594212323,0.0391504382212887,2.62890464163551
-1,20,1179,0.00163665827553527,0.0632942966192024,2.70081903204896
-0.5,20,1180,0.000520856835689764,0.184670901675806,2.53297555775604
0,20,1181,0.000497655365534441,0.183828612372145,2.49953033809431
0.5,20,1182,0.00100444135613361,0.100773272938127,2.52569173293634
1,20,1183,0.000233932585049445,0.230465573763902,2.4769700999239
1.5,20,1184,0.00017885138394445,0.193082486549485,2.52296039743291
-2,25,1185,0.00242522037733953,0.0878328957174893,2.57753168084048
-1.5,25,1186,0.0169530360825888,0.000118693323411588,2.97025265660595
-1,25,1187,0.000890628421655625,0.139837972824928,2.51874171087751
-0.5,25,1188,0.00072581375830392,0.21611342074369,2.59192053758132
0,25,1189,0.000955880432264824,0.298525005693017,2.56949312178177
0.5,25,1190,0.000904625391635564,0.200490988215309,2.50434415041373
1,25,1191,0.000447344125256864,0.142651900466367,2.50122765134435
1.5,25,1192,0.000215775208563621,0.18188743626176,2.54744229750309
-2,50,1193,0.00248426518039008,0.130156823859118,2.47908495818368
-1.5,50,1194,0.00194184325767831,0.123332262180746,2.48964044017744
-1,50,1195,0.000737942289269117,0.211676858052048,2.5245126994811
-0.5,50,1196,0.000281577903184466,0.367716593020264,2.47881731553626
0,50,1197,0.00023623537220115,0.348753164543901,2.4992933360301
0.5,50,1198,0.000380842258207373,0.300173040033097,2.5016063560542
1,50,1199,0.000239556948451536,0.351885928404275,2.49516473542751
1.5,50,1200,0.000114687546387048,0.236895046006249,2.5301338622225
-2,0.5,1201,0.00322088946190021,0.000782690142813563,3.02310982131619
-1.5,0.5,1202,0.00195148563827874,-0.000169597890211424,2.97247300589062
-1,0.5,1203,0.00127421028167602,0.00117353935888006,2.90737258027728
-0.5,0.5,1204,0.000832333116115242,0.00409721784155174,2.90312024008154
0,0.5,1205,0.000571933347531674,0.004488082893051,2.87539268075887
0.5,0.5,1206,0.000424527867871511,0.00376009687765629,2.90508070815174
1,0.5,1207,0.000328062845304309,0.00452109470877847,2.90979398566796
1.5,0.5,1208,0.000243985581963069,0.00511807704308608,2.91525584036472
-2,1,1209,0.00392928659719926,0.0025027144629651,2.97259947511082
-1.5,1,1210,0.00195625999883359,0.0107025584262585,2.82197175958289
-1,1,1211,0.00123156498711781,0.0064513852198712,2.8471171397493
-0.5,1,1212,0.000801212003985424,0.0126413922727839,2.79440362177566
0,1,1213,0.000572524655955177,0.01788129199741,2.73488350601537
0.5,1,1214,0.000444434215179195,0.0172600153744002,2.74020137625342
1,1,1215,0.0003148938457544,0.0195858813138102,2.80874638253379
1.5,1,1216,0.000252040750699883,0.0184780774103805,2.7453145304122
-2,2,1217,0.00481275583237381,0.00483784832085639,2.84379898916039
-1.5,2,1218,0.00223404318244976,0.0181426204966671,2.76796691344684
-1,2,1219,0.00118528923901567,0.0318172561958231,2.66779177135618
-0.5,2,1220,0.000820014437060262,0.0229361267937935,2.69415415638541
0,2,1221,0.000582399685997068,0.0525581319414314,2.66182707970686
0.5,2,1222,0.000458808350917175,0.0342886645634326,2.60458759750618
1,2,1223,0.000326077387875024,0.0407813736097566,2.67603288665239
1.5,2,1224,0.000246489758413754,0.0494704600166355,2.65223982093815
-2,3,1225,0.00292502872877192,0.0221629990328909,2.74328616136049
-1.5,3,1226,0.00254156401260199,0.0254690566417014,2.72802185281776
-1,3,1227,0.00180336410863286,0.0470529321109568,2.69356986792123
-0.5,3,1228,0.000847838150282244,0.0610991405207548,2.63735812925073
0,3,1229,0.000541381130320693,0.0683210855665575,2.5620061970346
0.5,3,1230,0.00047996796651845,0.080342641230766,2.56144035852758
1,3,1231,0.000360185738502203,0.0924300559929157,2.61534638955475
1.5,3,1232,0.000206853826521072,0.0564618130304154,2.58830632718154
-2,4,1233,0.00777064351824397,0.00285777039125564,2.8769092837591
-1.5,4,1234,0.00175122281963282,0.0375203224095998,2.67540574297172
-1,4,1235,0.00150845179292982,0.0373227997831225,2.63584196632917
-0.5,4,1236,0.000821274884939912,0.0651719341174532,2.61881637008771
0,4,1237,0.000529690679584564,0.100553435108447,2.60103724143852
0.5,4,1238,0.000389538909765852,0.0876220167301476,2.52787736046242
1,4,1239,0.000366965413673682,0.116927392712202,2.5728939196345
1.5,4,1240,0.000209742487210495,0.0951443419048317,2.5809129236684
-2,5,1241,0.00331512366659131,0.0358959115225907,2.66702166335776
-1.5,5,1242,0.00202874433759992,0.042176916770504,2.64416360048904
-1,5,1243,0.00136797136566981,0.0734340921447932,2.56348585709208
-0.5,5,1244,0.000660277917067065,0.131268554606093,2.54342594438132
0,5,1245,0.000688227327881924,0.0726667498152209,2.52062634444129
0.5,5,1246,0.000423161435176775,0.161168931082405,2.55804469316038
1,5,1247,0.000309030960918374,0.0877922330292343,2.56238623770515
1.5,5,1248,0.000249965842867755,0.136581033461223,2.59785067975177
-2,6,1249,0.0060390565868674,0.0106462325442807,2.86283887693113
-1.5,6,1250,0.00331609269419974,0.0099255884590359,2.84042543660834
-1,6,1251,0.000995309245160931,0.0600210223403067,2.59753673617298
-0.5,6,1252,0.000892922716919303,0.0833601648182581,2.62785429972244
0,6,1253,0.000605788824986158,0.097772445990648,2.54409901369969
